word,category,genre,number,syllables,tonic
catadióptricas,adjetivo,femenino,plural,ca ta dióp tri cas,3
catafórico,adjetivo,masculino,singular,ca ta fó ri co,3
catafórica,adjetivo,femenino,singular,ca ta fó ri ca,3
catafóricos,adjetivo,masculino,plural,ca ta fó ri cos,3
catafóricas,adjetivo,femenino,plural,ca ta fó ri cas,3
catalán,adjetivo,masculino,singular,ca ta lán,3
catalana,adjetivo,femenino,singular,ca ta la na,3
catalanes,adjetivo,masculino,plural,ca ta la nes,3
catalanas,adjetivo,femenino,plural,ca ta la nas,3
catalanista,adjetivo,neutro,singular,ca ta la nis ta,4
catalanistas,adjetivo,neutro,plural,ca ta la nis tas,4
catalítico,adjetivo,masculino,singular,ca ta lí ti co,3
catalítica,adjetivo,femenino,singular,ca ta lí ti ca,3
catalíticos,adjetivo,masculino,plural,ca ta lí ti cos,3
catalíticas,adjetivo,femenino,plural,ca ta lí ti cas,3
catamarqueño,adjetivo,masculino,singular,ca ta mar que ño,4
catamarqueña,adjetivo,femenino,singular,ca ta mar que ña,4
catamarqueños,adjetivo,masculino,plural,ca ta mar que ños,4
catamarqueñas,adjetivo,femenino,plural,ca ta mar que ñas,4
catarí,adjetivo,neutro,singular,ca ta rí,3
catarís,adjetivo,neutro,plural,ca ta rís,3
catarral,adjetivo,neutro,singular,ca ta rral,3
catarrales,adjetivo,neutro,plural,ca ta rra les,3
catarrino,adjetivo,neutro,singular,ca ta rri no,3
catarrinos,adjetivo,neutro,plural,ca ta rri nos,3
catarroso,adjetivo,masculino,singular,ca ta rro so,3
catarrosa,adjetivo,femenino,singular,ca ta rro sa,3
catarrosos,adjetivo,masculino,plural,ca ta rro sos,3
catarrosas,adjetivo,femenino,plural,ca ta rro sas,3
catártico,adjetivo,masculino,singular,ca tár ti co,2
catártica,adjetivo,femenino,singular,ca tár ti ca,2
catárticos,adjetivo,masculino,plural,ca tár ti cos,2
catárticas,adjetivo,femenino,plural,ca tár ti cas,2
catastral,adjetivo,neutro,singular,ca tas tral,3
catastrales,adjetivo,neutro,plural,ca tas tra les,3
catastrófico,adjetivo,masculino,singular,ca tas tró fi co,3
catastrófica,adjetivo,femenino,singular,ca tas tró fi ca,3
catastróficos,adjetivo,masculino,plural,ca tas tró fi cos,3
catastróficas,adjetivo,femenino,plural,ca tas tró fi cas,3
catatónico,adjetivo,masculino,singular,ca ta tó ni co,3
catatónica,adjetivo,femenino,singular,ca ta tó ni ca,3
catatónicos,adjetivo,masculino,plural,ca ta tó ni cos,3
catatónicas,adjetivo,femenino,plural,ca ta tó ni cas,3
catedralicio,adjetivo,masculino,singular,ca te dra li cio,4
catedralicia,adjetivo,femenino,singular,ca te dra li cia,4
catedralicios,adjetivo,masculino,plural,ca te dra li cios,4
catedralicias,adjetivo,femenino,plural,ca te dra li cias,4
categórico,adjetivo,masculino,singular,ca te gó ri co,3
categórica,adjetivo,femenino,singular,ca te gó ri ca,3
categóricos,adjetivo,masculino,plural,ca te gó ri cos,3
categóricas,adjetivo,femenino,plural,ca te gó ri cas,3
catenario,adjetivo,masculino,singular,ca te na rio,3
catenaria,adjetivo,femenino,singular,ca te na ria,3
catenarios,adjetivo,masculino,plural,ca te na rios,3
catenarias,adjetivo,femenino,plural,ca te na rias,3
catenular,adjetivo,neutro,singular,ca te nu lar,4
catenulares,adjetivo,neutro,plural,ca te nu la res,4
catilinaria,adjetivo,neutro,singular,ca ti li na ria,4
catilinarias,adjetivo,neutro,plural,ca ti li na rias,4
católico,adjetivo,masculino,singular,ca tó li co,2
católica,adjetivo,femenino,singular,ca tó li ca,2
católicos,adjetivo,masculino,plural,ca tó li cos,2
católicas,adjetivo,femenino,plural,ca tó li cas,2
catoniano,adjetivo,masculino,singular,ca to nia no,3
catoniana,adjetivo,femenino,singular,ca to nia na,3
catonianos,adjetivo,masculino,plural,ca to nia nos,3
catonianas,adjetivo,femenino,plural,ca to nia nas,3
catorceavo,adjetivo,masculino,singular,ca tor ce a vo,4
catorceava,adjetivo,femenino,singular,ca tor ce a va,4
catorceavos,adjetivo,masculino,plural,ca tor ce a vos,4
catorceavas,adjetivo,femenino,plural,ca tor ce a vas,4
catorceno,adjetivo,masculino,singular,ca tor ce no,3
catorcena,adjetivo,femenino,singular,ca tor ce na,3
catorcenos,adjetivo,masculino,plural,ca tor ce nos,3
catorcenas,adjetivo,femenino,plural,ca tor ce nas,3
catorce,adjetivo,neutro,singular,ca tor ce,2
catorces,adjetivo,neutro,plural,ca tor ces,2
caucáseo,adjetivo,masculino,singular,cau cá se o,2
caucásea,adjetivo,femenino,singular,cau cá se a,2
caucáseos,adjetivo,masculino,plural,cau cá se os,2
caucáseas,adjetivo,femenino,plural,cau cá se as,2
caucasiano,adjetivo,masculino,singular,cau ca sia no,3
caucasiana,adjetivo,femenino,singular,cau ca sia na,3
caucasianos,adjetivo,masculino,plural,cau ca sia nos,3
caucasianas,adjetivo,femenino,plural,cau ca sia nas,3
caucásico,adjetivo,masculino,singular,cau cá si co,2
caucásica,adjetivo,femenino,singular,cau cá si ca,2
caucásicos,adjetivo,masculino,plural,cau cá si cos,2
caucásicas,adjetivo,femenino,plural,cau cá si cas,2
cauchero,adjetivo,masculino,singular,cau che ro,2
cauchera,adjetivo,femenino,singular,cau che ra,2
caucheros,adjetivo,masculino,plural,cau che ros,2
caucheras,adjetivo,femenino,plural,cau che ras,2
caudado,adjetivo,masculino,singular,cau da do,2
caudada,adjetivo,femenino,singular,cau da da,2
caudados,adjetivo,masculino,plural,cau da dos,2
caudadas,adjetivo,femenino,plural,cau da das,2
caudaloso,adjetivo,masculino,singular,cau da lo so,3
caudalosa,adjetivo,femenino,singular,cau da lo sa,3
caudalosos,adjetivo,masculino,plural,cau da lo sos,3
caudalosas,adjetivo,femenino,plural,cau da lo sas,3
caudal,adjetivo,neutro,singular,cau dal,2
caudales,adjetivo,neutro,plural,cau da les,2
caudato,adjetivo,masculino,singular,cau da to,2
caudata,adjetivo,femenino,singular,cau da ta,2
caudatos,adjetivo,masculino,plural,cau da tos,2
caudatas,adjetivo,femenino,plural,cau da tas,2
cauliforme,adjetivo,neutro,singular,cau li for me,3
cauliformes,adjetivo,neutro,plural,cau li for mes,3
caulinar,adjetivo,neutro,singular,cau li nar,3
caulinares,adjetivo,neutro,plural,cau li na res,3
causador,adjetivo,masculino,singular,cau sa dor,3
causadora,adjetivo,femenino,singular,cau sa do ra,3
causadores,adjetivo,masculino,plural,cau sa do res,3
causadoras,adjetivo,femenino,plural,cau sa do ras,3
causal,adjetivo,neutro,singular,cau sal,2
causales,adjetivo,neutro,plural,cau sa les,2
causante,adjetivo,neutro,singular,cau san te,2
causantes,adjetivo,neutro,plural,cau san tes,2
causativo,adjetivo,masculino,singular,cau sa ti vo,3
causativa,adjetivo,femenino,singular,cau sa ti va,3
causativos,adjetivo,masculino,plural,cau sa ti vos,3
causativas,adjetivo,femenino,plural,cau sa ti vas,3
cáustico,adjetivo,masculino,singular,cáus ti co,1
cáustica,adjetivo,femenino,singular,cáus ti ca,1
cáusticos,adjetivo,masculino,plural,cáus ti cos,1
cáusticas,adjetivo,femenino,plural,cáus ti cas,1
cauta,adjetivo,neutro,singular,cau ta,1
cautelar,adjetivo,neutro,singular,cau te lar,3
cautelares,adjetivo,neutro,plural,cau te la res,3
cauteloso,adjetivo,masculino,singular,cau te lo so,3
cautelosa,adjetivo,femenino,singular,cau te lo sa,3
cautelosos,adjetivo,masculino,plural,cau te lo sos,3
cautelosas,adjetivo,femenino,plural,cau te lo sas,3
cauterizador,adjetivo,masculino,singular,cau te ri za dor,5
cauterizadora,adjetivo,femenino,singular,cau te ri za do ra,5
cauterizadores,adjetivo,masculino,plural,cau te ri za do res,5
cauterizadoras,adjetivo,femenino,plural,cau te ri za do ras,5
cautivador,adjetivo,masculino,singular,cau ti va dor,4
cautivadora,adjetivo,femenino,singular,cau ti va do ra,4
cautivadores,adjetivo,masculino,plural,cau ti va do res,4
cautivadoras,adjetivo,femenino,plural,cau ti va do ras,4
cautivo,adjetivo,masculino,singular,cau ti vo,2
cautiva,adjetivo,femenino,singular,cau ti va,2
cautivos,adjetivo,masculino,plural,cau ti vos,2
cautivas,adjetivo,femenino,plural,cau ti vas,2
cauto,adjetivo,masculino,singular,cau to,1
cauta,adjetivo,femenino,singular,cau ta,1
cautos,adjetivo,masculino,plural,cau tos,1
cautas,adjetivo,femenino,plural,cau tas,1
cavadizo,adjetivo,masculino,singular,ca va di zo,3
cavadiza,adjetivo,femenino,singular,ca va di za,3
cavadizos,adjetivo,masculino,plural,ca va di zos,3
cavadizas,adjetivo,femenino,plural,ca va di zas,3
cavernario,adjetivo,masculino,singular,ca ver na rio,3
cavernaria,adjetivo,femenino,singular,ca ver na ria,3
cavernarios,adjetivo,masculino,plural,ca ver na rios,3
cavernarias,adjetivo,femenino,plural,ca ver na rias,3
cavernoso,adjetivo,masculino,singular,ca ver no so,3
cavernosa,adjetivo,femenino,singular,ca ver no sa,3
cavernosos,adjetivo,masculino,plural,ca ver no sos,3
cavernosas,adjetivo,femenino,plural,ca ver no sas,3
caviloso,adjetivo,masculino,singular,ca vi lo so,3
cavilosa,adjetivo,femenino,singular,ca vi lo sa,3
cavilosos,adjetivo,masculino,plural,ca vi lo sos,3
cavilosas,adjetivo,femenino,plural,ca vi lo sas,3
cavo,adjetivo,masculino,singular,ca vo,1
cava,adjetivo,femenino,singular,ca va,1
cavos,adjetivo,masculino,plural,ca vos,1
cavas,adjetivo,femenino,plural,ca vas,1
cazadero,adjetivo,masculino,singular,ca za de ro,3
cazadera,adjetivo,femenino,singular,ca za de ra,3
cazaderos,adjetivo,masculino,plural,ca za de ros,3
cazaderas,adjetivo,femenino,plural,ca za de ras,3
cazado,adjetivo,masculino,singular,ca za do,2
cazada,adjetivo,femenino,singular,ca za da,2
cazados,adjetivo,masculino,plural,ca za dos,2
cazadas,adjetivo,femenino,plural,ca za das,2
cazador,adjetivo,masculino,singular,ca za dor,3
cazadora,adjetivo,femenino,singular,ca za do ra,3
cazadores,adjetivo,masculino,plural,ca za do res,3
cazadoras,adjetivo,femenino,plural,ca za do ras,3
cazallero,adjetivo,masculino,singular,ca za lle ro,3
cazallera,adjetivo,femenino,singular,ca za lle ra,3
cazalleros,adjetivo,masculino,plural,ca za lle ros,3
cazalleras,adjetivo,femenino,plural,ca za lle ras,3
cazolero,adjetivo,masculino,singular,ca zo le ro,3
cazolera,adjetivo,femenino,singular,ca zo le ra,3
cazoleros,adjetivo,masculino,plural,ca zo le ros,3
cazoleras,adjetivo,femenino,plural,ca zo le ras,3
cazoletero,adjetivo,masculino,singular,ca zo le te ro,4
cazoletera,adjetivo,femenino,singular,ca zo le te ra,4
cazoleteros,adjetivo,masculino,plural,ca zo le te ros,4
cazoleteras,adjetivo,femenino,plural,ca zo le te ras,4
cazurro,adjetivo,masculino,singular,ca zu rro,2
cazurra,adjetivo,femenino,singular,ca zu rra,2
cazurros,adjetivo,masculino,plural,ca zu rros,2
cazurras,adjetivo,femenino,plural,ca zu rras,2
cebada,adjetivo,neutro,singular,ce ba da,2
cebadazo,adjetivo,masculino,singular,ce ba da zo,3
cebadaza,adjetivo,femenino,singular,ce ba da za,3
cebadazos,adjetivo,masculino,plural,ce ba da zos,3
cebadazas,adjetivo,femenino,plural,ce ba da zas,3
cebador,adjetivo,masculino,singular,ce ba dor,3
cebadora,adjetivo,femenino,singular,ce ba do ra,3
cebadores,adjetivo,masculino,plural,ce ba do res,3
cebadoras,adjetivo,femenino,plural,ce ba do ras,3
cebollero,adjetivo,masculino,singular,ce bo lle ro,3
cebollera,adjetivo,femenino,singular,ce bo lle ra,3
cebolleros,adjetivo,masculino,plural,ce bo lle ros,3
cebolleras,adjetivo,femenino,plural,ce bo lle ras,3
cebolludo,adjetivo,masculino,singular,ce bo llu do,3
cebolluda,adjetivo,femenino,singular,ce bo llu da,3
cebolludos,adjetivo,masculino,plural,ce bo llu dos,3
cebolludas,adjetivo,femenino,plural,ce bo llu das,3
cebón,adjetivo,masculino,singular,ce bón,2
cebona,adjetivo,femenino,singular,ce bo na,2
cebones,adjetivo,masculino,plural,ce bo nes,2
cebonas,adjetivo,femenino,plural,ce bo nas,2
ceburro,adjetivo,neutro,singular,ce bu rro,2
ceburros,adjetivo,neutro,plural,ce bu rros,2
cecal,adjetivo,neutro,singular,ce cal,2
cecales,adjetivo,neutro,plural,ce ca les,2
ceceante,adjetivo,neutro,singular,ce ce an te,3
ceceantes,adjetivo,neutro,plural,ce ce an tes,3
ceceoso,adjetivo,masculino,singular,ce ce o so,3
ceceosa,adjetivo,femenino,singular,ce ce o sa,3
ceceosos,adjetivo,masculino,plural,ce ce o sos,3
ceceosas,adjetivo,femenino,plural,ce ce o sas,3
cedente,adjetivo,neutro,singular,ce den te,2
cedentes,adjetivo,neutro,plural,ce den tes,2
cedizo,adjetivo,masculino,singular,ce di zo,2
cediza,adjetivo,femenino,singular,ce di za,2
cedizos,adjetivo,masculino,plural,ce di zos,2
cedizas,adjetivo,femenino,plural,ce di zas,2
cefálica,adjetivo,neutro,singular,ce fá li ca,2
cefálico,adjetivo,masculino,singular,ce fá li co,2
cefálica,adjetivo,femenino,singular,ce fá li ca,2
cefálicos,adjetivo,masculino,plural,ce fá li cos,2
cefálicas,adjetivo,femenino,plural,ce fá li cas,2
cefalópodo,adjetivo,neutro,singular,ce fa ló po do,3
cefalópodos,adjetivo,neutro,plural,ce fa ló po dos,3
cefalorraquídeo,adjetivo,neutro,singular,ce fa lo rra quí de o,5
cefalorraquídeos,adjetivo,neutro,plural,ce fa lo rra quí de os,5
cegador,adjetivo,masculino,singular,ce ga dor,3
cegadora,adjetivo,femenino,singular,ce ga do ra,3
cegadores,adjetivo,masculino,plural,ce ga do res,3
cegadoras,adjetivo,femenino,plural,ce ga do ras,3
cegato,adjetivo,masculino,singular,ce ga to,2
cegata,adjetivo,femenino,singular,ce ga ta,2
cegatos,adjetivo,masculino,plural,ce ga tos,2
cegatas,adjetivo,femenino,plural,ce ga tas,2
ceilanés,adjetivo,masculino,singular,cei la nés,3
ceilanesa,adjetivo,femenino,singular,cei la ne sa,3
ceilaneses,adjetivo,masculino,plural,cei la ne ses,3
ceilanesas,adjetivo,femenino,plural,cei la ne sas,3
cejijunto,adjetivo,masculino,singular,ce ji jun to,3
cejijunta,adjetivo,femenino,singular,ce ji jun ta,3
cejijuntos,adjetivo,masculino,plural,ce ji jun tos,3
cejijuntas,adjetivo,femenino,plural,ce ji jun tas,3
cejudo,adjetivo,masculino,singular,ce ju do,2
cejuda,adjetivo,femenino,singular,ce ju da,2
cejudos,adjetivo,masculino,plural,ce ju dos,2
cejudas,adjetivo,femenino,plural,ce ju das,2
celada,adjetivo,neutro,singular,ce la da,2
celadas,adjetivo,neutro,plural,ce la das,2
celador,adjetivo,masculino,singular,ce la dor,3
celadora,adjetivo,femenino,singular,ce la do ra,3
celadores,adjetivo,masculino,plural,ce la do res,3
celadoras,adjetivo,femenino,plural,ce la do ras,3
celebrador,adjetivo,masculino,singular,ce le bra dor,4
celebradora,adjetivo,femenino,singular,ce le bra do ra,4
celebradores,adjetivo,masculino,plural,ce le bra do res,4
celebradoras,adjetivo,femenino,plural,ce le bra do ras,4
celebrado,adjetivo,masculino,singular,ce le bra do,3
celebrada,adjetivo,femenino,singular,ce le bra da,3
celebrados,adjetivo,masculino,plural,ce le bra dos,3
celebradas,adjetivo,femenino,plural,ce le bra das,3
celebrante,adjetivo,neutro,singular,ce le bran te,3
celebrantes,adjetivo,neutro,plural,ce le bran tes,3
célebre,adjetivo,neutro,singular,cé le bre,1
célebres,adjetivo,neutro,plural,cé le bres,1
celentéreo,adjetivo,neutro,singular,ce len té re o,3
celentéreos,adjetivo,neutro,plural,ce len té re os,3
celeste,adjetivo,neutro,singular,ce les te,2
celestes,adjetivo,neutro,plural,ce les tes,2
celestial,adjetivo,neutro,singular,ce les tial,3
celestiales,adjetivo,neutro,plural,ce les tia les,3
celestinesco,adjetivo,masculino,singular,ce les ti nes co,4
celestinesca,adjetivo,femenino,singular,ce les ti nes ca,4
celestinescos,adjetivo,masculino,plural,ce les ti nes cos,4
celestinescas,adjetivo,femenino,plural,ce les ti nes cas,4
celestino,adjetivo,masculino,singular,ce les ti no,3
celestina,adjetivo,femenino,singular,ce les ti na,3
celestinos,adjetivo,masculino,plural,ce les ti nos,3
celestinas,adjetivo,femenino,plural,ce les ti nas,3
celiaco,adjetivo,masculino,singular,ce lia co,2
celiaca,adjetivo,femenino,singular,ce lia ca,2
celiacos,adjetivo,masculino,plural,ce lia cos,2
celiacas,adjetivo,femenino,plural,ce lia cas,2
celíaco,adjetivo,masculino,singular,ce lí a co,2
celiaca,adjetivo,femenino,singular,ce lia ca,2
celíacos,adjetivo,masculino,plural,ce lí a cos,2
celíacas,adjetivo,femenino,plural,ce lí a cas,2
celosa,adjetivo,neutro,singular,ce lo sa,2
celoso,adjetivo,masculino,singular,ce lo so,2
celosa,adjetivo,femenino,singular,ce lo sa,2
celosos,adjetivo,masculino,plural,ce lo sos,2
celosas,adjetivo,femenino,plural,ce lo sas,2
celta,adjetivo,neutro,singular,cel ta,1
celtas,adjetivo,neutro,plural,cel tas,1
celtibérico,adjetivo,masculino,singular,cel ti bé ri co,3
celtibérica,adjetivo,femenino,singular,cel ti bé ri ca,3
celtibéricos,adjetivo,masculino,plural,cel ti bé ri cos,3
celtibéricas,adjetivo,femenino,plural,cel ti bé ri cas,3
celtiberio,adjetivo,masculino,singular,cel ti be rio,3
celtiberia,adjetivo,femenino,singular,cel ti be ria,3
celtiberios,adjetivo,masculino,plural,cel ti be rios,3
celtiberias,adjetivo,femenino,plural,cel ti be rias,3
celtíbero,adjetivo,masculino,singular,cel tí be ro,2
celtíbera,adjetivo,femenino,singular,cel tí be ra,2
celtíberos,adjetivo,masculino,plural,cel tí be ros,2
celtíberas,adjetivo,femenino,plural,cel tí be ras,2
céltico,adjetivo,masculino,singular,cél ti co,1
céltica,adjetivo,femenino,singular,cél ti ca,1
célticos,adjetivo,masculino,plural,cél ti cos,1
célticas,adjetivo,femenino,plural,cél ti cas,1
celulario,adjetivo,masculino,singular,ce lu la rio,3
celularia,adjetivo,femenino,singular,ce lu la ria,3
celularios,adjetivo,masculino,plural,ce lu la rios,3
celularias,adjetivo,femenino,plural,ce lu la rias,3
celular,adjetivo,neutro,singular,ce lu lar,3
celulares,adjetivo,neutro,plural,ce lu la res,3
cementoso,adjetivo,masculino,singular,ce men to so,3
cementosa,adjetivo,femenino,singular,ce men to sa,3
cementosos,adjetivo,masculino,plural,ce men to sos,3
cementosas,adjetivo,femenino,plural,ce men to sas,3
cenador,adjetivo,masculino,singular,ce na dor,3
cenadora,adjetivo,femenino,singular,ce na do ra,3
cenadores,adjetivo,masculino,plural,ce na do res,3
cenadoras,adjetivo,femenino,plural,ce na do ras,3
cenagoso,adjetivo,masculino,singular,ce na go so,3
cenagosa,adjetivo,femenino,singular,ce na go sa,3
cenagosos,adjetivo,masculino,plural,ce na go sos,3
cenagosas,adjetivo,femenino,plural,ce na go sas,3
cenceño,adjetivo,masculino,singular,cen ce ño,2
cenceña,adjetivo,femenino,singular,cen ce ña,2
cenceños,adjetivo,masculino,plural,cen ce ños,2
cenceñas,adjetivo,femenino,plural,cen ce ñas,2
cenicerense,adjetivo,neutro,singular,ce ni ce ren se,4
cenicerenses,adjetivo,neutro,plural,ce ni ce ren ses,4
ceniciento,adjetivo,masculino,singular,ce ni cien to,3
cenicienta,adjetivo,femenino,singular,ce ni cien ta,3
cenicientos,adjetivo,masculino,plural,ce ni cien tos,3
cenicientas,adjetivo,femenino,plural,ce ni cien tas,3
cenital,adjetivo,neutro,singular,ce ni tal,3
cenitales,adjetivo,neutro,plural,ce ni ta les,3
cenizo,adjetivo,masculino,singular,ce ni zo,2
ceniza,adjetivo,femenino,singular,ce ni za,2
cenizos,adjetivo,masculino,plural,ce ni zos,2
cenizas,adjetivo,femenino,plural,ce ni zas,2
cenizoso,adjetivo,masculino,singular,ce ni zo so,3
cenizosa,adjetivo,femenino,singular,ce ni zo sa,3
cenizosos,adjetivo,masculino,plural,ce ni zo sos,3
cenizosas,adjetivo,femenino,plural,ce ni zo sas,3
cenobial,adjetivo,neutro,singular,ce no bial,3
cenobiales,adjetivo,neutro,plural,ce no bia les,3
cenozoico,adjetivo,masculino,singular,ce no zoi co,3
cenozoica,adjetivo,femenino,singular,ce no zoi ca,3
cenozoicos,adjetivo,masculino,plural,ce no zoi cos,3
cenozoicas,adjetivo,femenino,plural,ce no zoi cas,3
censal,adjetivo,neutro,singular,cen sal,2
censales,adjetivo,neutro,plural,cen sa les,2
censatario,adjetivo,masculino,singular,cen sa ta rio,3
censataria,adjetivo,femenino,singular,cen sa ta ria,3
censatarios,adjetivo,masculino,plural,cen sa ta rios,3
censatarias,adjetivo,femenino,plural,cen sa ta rias,3
censor,adjetivo,masculino,singular,cen sor,2
censora,adjetivo,femenino,singular,cen so ra,2
censores,adjetivo,masculino,plural,cen so res,2
censoras,adjetivo,femenino,plural,cen so ras,2
censorio,adjetivo,masculino,singular,cen so rio,2
censoria,adjetivo,femenino,singular,cen so ria,2
censorios,adjetivo,masculino,plural,cen so rios,2
censorias,adjetivo,femenino,plural,cen so rias,2
censual,adjetivo,neutro,singular,cen sual,2
censuales,adjetivo,neutro,plural,cen sua les,2
censurable,adjetivo,neutro,singular,cen su ra ble,3
censurables,adjetivo,neutro,plural,cen su ra bles,3
censurador,adjetivo,masculino,singular,cen su ra dor,4
censuradora,adjetivo,femenino,singular,cen su ra do ra,4
censuradores,adjetivo,masculino,plural,cen su ra do res,4
censuradoras,adjetivo,femenino,plural,cen su ra do ras,4
centavo,adjetivo,masculino,singular,cen ta vo,2
centava,adjetivo,femenino,singular,cen ta va,2
centavos,adjetivo,masculino,plural,cen ta vos,2
centavas,adjetivo,femenino,plural,cen ta vas,2
centellador,adjetivo,masculino,singular,cen te lla dor,4
centelladora,adjetivo,femenino,singular,cen te lla do ra,4
centelladores,adjetivo,masculino,plural,cen te lla do res,4
centelladoras,adjetivo,femenino,plural,cen te lla do ras,4
centelleante,adjetivo,neutro,singular,cen te lle an te,4
centelleantes,adjetivo,neutro,plural,cen te lle an tes,4
centenario,adjetivo,masculino,singular,cen te na rio,3
centenaria,adjetivo,femenino,singular,cen te na ria,3
centenarios,adjetivo,masculino,plural,cen te na rios,3
centenarias,adjetivo,femenino,plural,cen te na rias,3
centenero,adjetivo,masculino,singular,cen te ne ro,3
centenera,adjetivo,femenino,singular,cen te ne ra,3
centeneros,adjetivo,masculino,plural,cen te ne ros,3
centeneras,adjetivo,femenino,plural,cen te ne ras,3
centeno,adjetivo,masculino,singular,cen te no,2
centena,adjetivo,femenino,singular,cen te na,2
centenos,adjetivo,masculino,plural,cen te nos,2
centenas,adjetivo,femenino,plural,cen te nas,2
centenoso,adjetivo,masculino,singular,cen te no so,3
centenosa,adjetivo,femenino,singular,cen te no sa,3
centenosos,adjetivo,masculino,plural,cen te no sos,3
centenosas,adjetivo,femenino,plural,cen te no sas,3
centesimal,adjetivo,neutro,singular,cen te si mal,4
centesimales,adjetivo,neutro,plural,cen te si ma les,4
centésimo,adjetivo,masculino,singular,cen té si mo,2
centésima,adjetivo,femenino,singular,cen té si ma,2
centésimos,adjetivo,masculino,plural,cen té si mos,2
centésimas,adjetivo,femenino,plural,cen té si mas,2
centígrado,adjetivo,masculino,singular,cen tí gra do,2
centígrada,adjetivo,femenino,singular,cen tí gra da,2
centígrados,adjetivo,masculino,plural,cen tí gra dos,2
centígradas,adjetivo,femenino,plural,cen tí gra das,2
centimano,adjetivo,neutro,singular,cen ti ma no,3
centimanos,adjetivo,neutro,plural,cen ti ma nos,3
centímano,adjetivo,neutro,singular,cen tí ma no,2
centímanos,adjetivo,neutro,plural,cen tí ma nos,2
céntimo,adjetivo,masculino,singular,cén ti mo,1
céntima,adjetivo,femenino,singular,cén ti ma,1
céntimos,adjetivo,masculino,plural,cén ti mos,1
céntimas,adjetivo,femenino,plural,cén ti mas,1
centiplicado,adjetivo,masculino,singular,cen ti pli ca do,4
centiplicada,adjetivo,femenino,singular,cen ti pli ca da,4
centiplicados,adjetivo,masculino,plural,cen ti pli ca dos,4
centiplicadas,adjetivo,femenino,plural,cen ti pli ca das,4
centrada,adjetivo,neutro,singular,cen tra da,2
centrado,adjetivo,masculino,singular,cen tra do,2
centrada,adjetivo,femenino,singular,cen tra da,2
centrados,adjetivo,masculino,plural,cen tra dos,2
centradas,adjetivo,femenino,plural,cen tra das,2
centralista,adjetivo,neutro,singular,cen tra lis ta,3
centralistas,adjetivo,neutro,plural,cen tra lis tas,3
centralizador,adjetivo,masculino,singular,cen tra li za dor,5
centralizadora,adjetivo,femenino,singular,cen tra li za do ra,5
centralizadores,adjetivo,masculino,plural,cen tra li za do res,5
centralizadoras,adjetivo,femenino,plural,cen tra li za do ras,5
central,adjetivo,neutro,singular,cen tral,2
centrales,adjetivo,neutro,plural,cen tra les,2
céntrico,adjetivo,masculino,singular,cén tri co,1
céntrica,adjetivo,femenino,singular,cén tri ca,1
céntricos,adjetivo,masculino,plural,cén tri cos,1
céntricas,adjetivo,femenino,plural,cén tri cas,1
centrifugador,adjetivo,masculino,singular,cen tri fu ga dor,5
centrifugadora,adjetivo,femenino,singular,cen tri fu ga do ra,5
centrifugadores,adjetivo,masculino,plural,cen tri fu ga do res,5
centrifugadoras,adjetivo,femenino,plural,cen tri fu ga do ras,5
centrífugo,adjetivo,masculino,singular,cen trí fu go,2
centrífuga,adjetivo,femenino,singular,cen trí fu ga,2
centrífugos,adjetivo,masculino,plural,cen trí fu gos,2
centrífugas,adjetivo,femenino,plural,cen trí fu gas,2
centroafricano,adjetivo,masculino,singular,cen tro a fri ca no,5
centroafricana,adjetivo,femenino,singular,cen tro a fri ca na,5
centroafricanos,adjetivo,masculino,plural,cen tro a fri ca nos,5
centroafricanas,adjetivo,femenino,plural,cen tro a fri ca nas,5
centroamericano,adjetivo,masculino,singular,cen tro a me ri ca no,6
centroamericana,adjetivo,femenino,singular,cen tro a me ri ca na,6
centroamericanos,adjetivo,masculino,plural,cen tro a me ri ca nos,6
centroamericanas,adjetivo,femenino,plural,cen tro a me ri ca nas,6
ceñido,adjetivo,masculino,singular,ce ñi do,2
ceñida,adjetivo,femenino,singular,ce ñi da,2
ceñidos,adjetivo,masculino,plural,ce ñi dos,2
ceñidas,adjetivo,femenino,plural,ce ñi das,2
ceñudo,adjetivo,masculino,singular,ce ñu do,2
ceñuda,adjetivo,femenino,singular,ce ñu da,2
ceñudos,adjetivo,masculino,plural,ce ñu dos,2
ceñudas,adjetivo,femenino,plural,ce ñu das,2
cerámico,adjetivo,masculino,singular,ce rá mi co,2
cerámica,adjetivo,femenino,singular,ce rá mi ca,2
cerámicos,adjetivo,masculino,plural,ce rá mi cos,2
cerámicas,adjetivo,femenino,plural,ce rá mi cas,2
cercador,adjetivo,masculino,singular,cer ca dor,3
cercadora,adjetivo,femenino,singular,cer ca do ra,3
cercadores,adjetivo,masculino,plural,cer ca do res,3
cercadoras,adjetivo,femenino,plural,cer ca do ras,3
cercano,adjetivo,masculino,singular,cer ca no,2
cercana,adjetivo,femenino,singular,cer ca na,2
cercanos,adjetivo,masculino,plural,cer ca nos,2
cercanas,adjetivo,femenino,plural,cer ca nas,2
cercenador,adjetivo,masculino,singular,cer ce na dor,4
cercenadora,adjetivo,femenino,singular,cer ce na do ra,4
cercenadores,adjetivo,masculino,plural,cer ce na do res,4
cercenadoras,adjetivo,femenino,plural,cer ce na do ras,4
cerdo,adjetivo,masculino,singular,cer do,1
cerda,adjetivo,femenino,singular,cer da,1
cerdos,adjetivo,masculino,plural,cer dos,1
